['D', 'D', 'D', 'D', 'D', 'D', 'A', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['C', 'A', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'B']
[None, 'B', 'A', 'C', 'C', 'B', 'B', 'B', 'E', 'C', 'A', 'E', 'A', 'E', 'E', 'E', 'E', 'A', 'E', 'A']
['A', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', None, 'D', None, 'A', 'B']
['B', 'B', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['B', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'A', 'C', 'C', None, 'C', 'C', 'A', 'A', 'A', 'B', 'C']
['A', 'E', 'E', 'A', 'B', 'A', 'E', 'A', 'E', 'A', 'A', 'E', 'D', 'E', 'B', 'E', 'A', 'B', 'E', 'E']
['D', 'E', 'D', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'A', 'B', 'B', 'E', 'D', 'E', 'E', 'E', None, 'E']
[None, 'E', 'E', None, 'E', 'E', 'E', 'E', 'C', 'E', 'A', 'D', 'D', None, 'E', 'E', 'E', 'E', 'D', 'E']
['D', 'B', 'D', 'D', 'D', 'D', 'B', 'D', None, None, 'A', 'A', 'A', 'A', None, 'A', 'A', None, 'D', 'A']
['E', 'A', 'B', 'B', 'B', 'C', 'C', 'B', 'B', 'C', 'B', 'A', 'B', 'C', 'D', 'C', 'A', 'B', 'D', 'A']
['B', 'B', 'C', 'B', 'C', 'E', 'C', 'B', 'A', 'C', 'B', 'C', 'B', 'C', 'A', 'A', 'B', 'C', 'B', 'D']
['C', 'B', 'C', 'A', 'C', None, 'C', 'C', 'C', 'C', 'C', 'E', 'E', 'A', 'C', 'C', 'A', 'C', 'D', 'C']
[None, None, 'E', 'A', 'E', 'A', 'A', 'C', 'E', 'E', 'A', 'B', 'D', 'E', 'E', 'C', 'E', 'A', 'D', 'C']
['C', 'B', 'C', 'C', 'D', 'C', 'D', 'D', 'B', 'B', 'C', 'D', 'B', 'B', 'C', 'A', 'D', 'C', 'B', 'D']
['A', 'C', 'C', 'D', 'B', 'D', 'D', 'D', 'B', 'A', 'A', None, 'A', 'C', 'A', 'C', 'D', 'A', 'D', 'A']
['D', 'D', 'B', 'E', 'E', None, 'A', 'C', 'A', 'C', 'E', 'C', 'E', 'D', 'A', 'A', 'E', 'A', 'C', 'C']
['D', 'D', 'D', 'D', 'D', None, 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
[None, 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', None, None, 'D']
[None, 'D', None, 'A', 'B', None, 'B', 'D', 'C', None, 'C', 'A', 'A', 'B', 'B', 'B', None, None, 'D', None]
[None, None, None, 'E', None, 'A', 'B', None, None, None, 'D', 'A', 'A', None, None, None, None, 'D', None, 'A']
['A', 'A', 'A', 'D', 'A', None, 'A', 'A', 'A', 'A', 'A', 'B', 'E', 'E', 'A', 'D', 'B', 'A', 'E', 'A']
['D', 'C', 'D', 'C', 'D', 'B', 'B', 'D', 'D', 'A', 'B', 'C', 'D', 'E', 'B', 'B', 'B', 'D', 'D', 'D']
['A', 'C', 'A', 'B', 'B', None, 'C', 'B', 'C', 'C', 'D', 'C', 'D', 'B', 'B', None, 'D', 'B', 'E', 'B']
['A', 'A', 'E', 'A', 'D', 'A', 'A', 'B', 'B', None, 'D', 'A', 'C', None, 'C', 'C', 'E', 'C', 'B', 'B']
['B', 'B', 'A', 'E', 'B', 'B', 'A', 'B', 'C', 'B', 'B', 'C', 'C', 'B', 'C', 'B', 'B', 'C', 'B', 'B']
['E', 'A', 'E', 'A', 'E', 'E', 'B', 'E', None, 'A', 'B', 'B', 'E', 'C', 'E', 'A', 'C', 'E', 'E', 'E']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['B', 'B', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'E', 'D', 'D', 'A', 'A', 'A', 'D', 'A', 'A', 'A', 'A']
['B', None, 'B', 'A', 'C', 'E', 'A', None, 'D', 'A', 'B', 'E', 'A', None, 'B', 'B', 'A', 'C', 'B', 'B']
[None, 'B', 'A', 'A', 'E', 'A', 'B', 'A', 'E', 'A', 'A', 'E', 'A', 'A', None, 'B', 'B', 'E', 'B', 'B']
[None, 'B', 'B', 'A', 'A', 'A', None, 'D', 'B', 'C', 'E', 'B', 'D', 'A', None, 'B', 'B', 'A', 'B', 'A']
['C', 'C', 'A', 'C', 'C', 'E', 'E', 'C', 'E', 'C', 'C', 'A', 'E', 'B', 'C', 'E', 'E', 'C', 'A', 'B']
['B', 'C', 'B', 'C', 'B', 'C', 'C', 'B', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'E', 'C', 'B', 'B', 'A']
['E', 'E', None, 'E', 'E', 'E', 'E', 'E', 'E', 'E', None, 'E', None, 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['D', 'D', 'B', 'B', 'D', 'D', 'D', 'D', None, 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'A', 'D']
['D', 'B', 'B', 'C', None, 'B', None, 'E', 'A', 'E', 'B', 'C', 'B', 'B', 'B', 'B', 'C', 'E', 'B', 'B']
['E', 'E', 'D', 'A', 'C', 'B', 'A', 'E', 'A', None, 'C', 'E', 'E', 'A', None, 'A', 'E', 'C', 'A', 'B']
['C', 'B', 'C', 'C', 'D', 'E', 'C', 'D', 'B', 'D', None, None, 'A', 'A', 'A', 'E', 'C', 'D', 'A', 'E']
[None, 'C', 'C', 'B', 'C', 'D', None, 'C', 'A', 'E', 'A', 'B', 'C', 'A', 'C', 'A', 'C', 'A', 'B', None]
[None, 'E', 'D', 'B', 'D', 'A', 'B', 'D', 'A', 'A', 'D', 'D', 'A', 'A', None, 'E', 'D', 'D', 'B', None]
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', None, 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', None]
['E', 'B', 'A', 'A', None, 'B', 'E', 'B', None, 'B', 'C', 'A', 'A', 'A', 'E', 'B', None, 'E', 'B', 'B']
['A', 'C', 'C', 'A', 'D', 'D', 'B', None, 'D', 'D', None, 'D', None, 'A', None, 'B', 'A', 'B', 'B', 'B']
['C', 'C', 'C', None, 'C', None, 'C', 'C', 'D', 'C', 'C', 'B', 'A', None, 'C', 'A', 'B', 'D', 'A', 'A']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
[None, 'B', 'C', 'C', 'C', None, 'B', 'E', 'C', 'A', 'B', 'B', 'E', 'C', 'B', 'D', 'D', 'C', 'B', 'D']
['B', 'D', 'E', 'A', 'E', 'C', 'A', 'D', 'B', 'B', 'E', 'C', 'B', 'D', 'D', 'B', 'D', 'A', 'A', 'B']
[None, 'C', 'D', 'C', 'C', 'B', 'A', 'A', 'C', 'D', 'B', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'D', 'A']
['A', 'C', 'A', 'D', 'B', 'D', 'C', 'E', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'A', 'B', 'B', 'C', 'A']
['B', 'B', 'A', 'C', 'B', 'B', 'E', 'C', 'B', 'B', 'C', 'B', 'B', 'C', 'C', 'B', 'C', 'B', 'C', 'B']
['B', 'E', 'D', 'A', 'A', 'A', 'C', 'C', 'B', 'C', 'A', 'D', 'E', 'D', 'C', None, 'C', 'A', 'E', None]
['A', 'C', 'A', 'D', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'B', 'E', 'E', 'C', 'D', 'C', 'B', 'A', 'C']
['B', 'B', 'B', 'B', None, 'B', 'B', 'B', 'D', 'B', None, 'D', 'D', None, 'B', 'B', 'B', 'B', 'B', 'B']
['D', 'B', 'E', 'C', 'C', 'E', 'B', 'B', 'B', 'C', 'C', 'A', 'B', 'C', 'E', 'D', 'A', 'C', 'D', 'D']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
[None, 'D', 'B', 'A', 'A', 'E', 'B', 'A', 'B', 'E', 'D', 'B', 'B', 'B', 'A', 'E', 'A', 'A', 'A', 'E']
['D', None, 'D', 'D', 'D', 'D', None, 'D', 'D', 'C', 'D', 'D', None, 'D', 'D', 'D', 'D', 'A', 'A', 'D']
['A', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'B', 'A', 'A', 'B']
['B', 'E', 'D', 'B', 'B', 'E', None, 'B', 'A', 'E', 'E', 'A', 'D', 'E', 'D', 'E', 'E', 'B', 'A', 'A']
['B', 'B', 'B', 'B', 'A', 'B', 'A', 'B', 'A', 'A', 'B', 'D', 'D', 'B', 'B', 'B', 'B', 'D', 'D', 'B']
['A', 'A', 'B', 'E', 'A', 'C', 'A', None, 'B', 'A', 'A', 'C', 'C', 'A', 'D', 'E', 'B', 'B', 'D', 'D']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', None, 'B', 'B', 'A', 'E', 'A', 'A', 'A', 'D', 'A', 'A']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', None, 'E', 'E', 'E', None, 'E', 'E', 'E', 'E']
['D', 'D', 'D', 'C', 'E', 'D', 'D', 'D', 'D', 'E', 'D', 'D', 'D', 'C', 'D', 'D', 'D', 'D', 'D', 'D']
['B', 'B', 'E', 'E', 'E', 'E', 'D', None, 'E', 'E', 'E', 'C', 'E', 'B', None, 'E', 'B', 'E', 'D', 'D']
['C', 'C', None, 'C', 'C', 'C', 'D', 'B', 'D', 'C', 'C', 'C', 'E', 'C', 'C', 'C', 'A', 'C', 'D', 'E']
['D', 'B', 'B', 'B', 'D', 'D', 'B', 'B', 'B', None, 'B', 'B', 'B', 'D', 'B', 'B', 'D', 'B', None, 'B']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', None, 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['A', 'D', 'D', 'C', 'A', 'B', 'A', 'D', 'B', 'A', 'A', 'C', 'D', 'A', 'A', 'B', 'A', 'D', None, 'E']
['B', 'E', 'D', 'C', 'C', 'D', 'B', 'B', 'B', 'D', 'B', 'B', 'B', 'C', 'A', 'D', 'A', 'D', 'A', 'A']
['D', 'D', 'B', None, 'D', None, 'B', 'C', 'A', 'D', 'D', 'A', None, None, 'A', 'D', 'A', 'A', 'A', 'C']
['D', 'E', 'E', 'E', 'E', 'D', 'E', None, 'E', 'E', 'E', 'E', None, 'E', None, 'E', 'E', 'E', 'E', 'E']
['E', None, 'D', 'D', None, 'B', 'B', None, 'B', None, 'B', None, 'B', 'C', None, None, 'D', 'D', None, 'D']
['A', 'E', 'E', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'C', 'B', 'D', 'A', 'D', 'D', 'B', 'A', 'A']
['B', 'D', None, 'D', 'B', 'B', 'B', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'B', 'E', 'A', 'B', 'D']
['E', 'A', 'A', 'C', None, 'D', 'A', 'C', 'A', 'C', 'B', 'E', 'E', 'E', None, 'D', 'D', 'B', 'A', 'C']
['B', 'B', 'D', 'C', 'C', 'B', 'C', 'B', 'C', 'B', 'B', 'B', 'C', 'C', 'C', 'D', 'C', 'D', 'C', 'B']
['B', 'B', 'B', 'C', 'C', 'C', 'B', 'B', 'C', 'B', 'C', 'C', 'B', 'B', 'C', 'C', 'C', 'B', 'B', 'B']
['A', 'B', 'D', 'B', 'B', 'D', 'D', 'B', 'D', 'B', 'E', 'B', 'B', 'D', 'B', 'D', 'B', 'B', 'B', 'B']
[None, 'C', 'C', 'D', 'B', 'D', 'E', 'B', 'B', 'C', 'B', 'C', 'D', 'C', 'D', 'D', 'C', 'A', 'C', 'D']
['D', None, 'E', 'E', None, None, None, 'E', 'D', 'B', 'B', None, 'A', 'D', 'B', 'C', None, 'E', 'D', 'C']
['B', 'B', 'B', 'B', None, None, 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['B', 'B', 'D', 'B', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['D', 'B', 'E', 'D', 'B', 'D', 'B', 'B', 'E', 'C', 'B', 'B', 'B', 'C', 'B', 'D', 'C', 'C', 'B', 'B']
['A', 'A', 'C', 'C', 'A', 'C', 'A', 'C', 'B', 'A', 'B', 'C', 'C', 'A', 'B', 'C', 'B', 'D', 'B', 'B']
['B', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['B', 'B', 'B', 'B', 'B', 'C', 'B', 'B', 'B', 'B', 'C', 'A', 'B', 'B', 'B', 'B', 'C', 'B', 'B', 'B']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', None, 'A', 'B', 'B', 'B', 'B']
['D', 'A', 'D', 'D', 'D', 'A', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', None, 'A', 'A', 'A', 'A', 'A']
['A', 'D', 'B', 'C', 'C', 'B', 'B', 'B', 'B', 'B', 'C', 'D', 'A', 'A', 'E', 'B', 'D', 'D', 'C', 'B']
['E', 'D', 'C', 'C', 'C', 'D', 'E', 'C', None, 'A', 'B', 'B', 'B', None, 'B', 'B', 'C', None, 'C', 'E']
['C', 'D', 'D', 'E', 'C', 'A', 'B', 'D', 'D', 'A', 'C', 'C', 'A', 'D', 'C', 'E', 'E', 'B', 'D', None]
['C', 'C', 'A', 'E', 'D', 'C', 'A', 'E', 'E', 'E', 'E', 'C', 'A', 'D', None, 'E', 'E', 'D', 'C', 'B']
['C', 'A', 'A', 'A', 'B', 'C', 'D', 'A', 'A', 'A', None, 'C', 'B', 'D', 'C', 'A', 'A', 'A', 'C', 'A']
['D', 'B', 'D', 'D', 'D', 'E', 'A', 'A', 'D', 'E', 'D', 'C', 'D', 'E', 'D', 'A', 'E', 'E', 'D', 'E']
['D', 'C', 'C', 'C', 'C', 'E', 'D', 'D', 'D', 'A', 'B', 'B', 'D', 'B', 'D', 'A', 'B', 'A', 'E', 'B']
['B', 'B', 'B', 'A', 'A', 'B', 'C', 'A', 'B', 'D', 'A', 'B', 'C', 'A', 'B', 'B', 'C', 'B', 'B', None]
['D', 'D', 'D', 'B', 'D', 'C', 'B', 'D', 'A', 'D', 'D', 'E', 'C', 'D', 'D', 'D', 'D', 'B', 'D', 'D']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['B', 'B', 'B', 'D', 'A', 'B', 'B', 'B', 'A', 'A', 'E', 'D', 'C', 'C', 'D', 'B', 'A', 'A', 'B', 'B']
['E', 'D', 'E', 'E', 'E', 'E', 'A', 'E', 'E', 'E', 'E', 'D', 'A', 'E', 'E', 'E', 'E', 'E', 'E', 'D']
['A', 'A', 'A', 'C', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A']
['A', 'A', 'A', 'D', 'A', 'A', 'C', 'A', 'A', 'D', 'A', 'B', None, 'C', None, 'A', 'A', 'B', 'A', 'A']
[None, 'E', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'A', 'B', 'B', 'D', 'A', 'A', 'B', 'A', 'A', 'D', 'A']
['B', 'C', 'C', None, 'A', None, 'A', None, 'A', 'B', 'C', 'A', 'B', 'A', 'A', 'C', 'C', 'A', 'A', 'A']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'E', 'A', 'A', 'B', 'B', 'B', 'A', 'B', 'E', 'A', 'B']
['C', 'E', 'B', 'C', 'C', 'C', 'B', 'C', 'D', None, 'E', 'C', 'C', 'C', None, 'C', 'D', 'E', 'C', 'C']
['A', 'B', 'A', 'B', None, 'E', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'B', 'B', 'B', 'D', 'B', 'A', None]
['A', 'C', 'B', 'D', 'C', 'D', 'B', 'C', 'D', 'A', 'E', 'A', 'B', 'D', 'B', 'B', 'D', 'B', 'B', 'D']
